,capability,color,decorative,family,file,fontformat,fontversion,foundry,fullname,index,langs,outline,postscriptname,scalable,scripts,slant,style,symbol,variable,weight,width,antialias,pixelsize,spacing,size
1934,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao ExCd ExLt')]",GOOG/NotoLoopedLao-ExtraCondensedExtraLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao ExtraCondensed ExtraLight')]",0,lo,True,NotoLoopedLao-ExtraCondensedExtraLight,True,common inherited lao thai,0,"[('en', 'ExtraCondensed ExtraLight'), ('en', 'Regular')]",False,False,40.0,63.0,,,,
1935,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao ExCd Lt')]",GOOG/NotoLoopedLao-ExtraCondensedLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao ExtraCondensed Light')]",0,lo,True,NotoLoopedLao-ExtraCondensedLight,True,common inherited lao thai,0,"[('en', 'ExtraCondensed Light'), ('en', 'Regular')]",False,False,50.0,63.0,,,,
1936,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao ExCd Med')]",GOOG/NotoLoopedLao-ExtraCondensedMedium.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao ExtraCondensed Medium')]",0,lo,True,NotoLoopedLao-ExtraCondensedMedium,True,common inherited lao thai,0,"[('en', 'ExtraCondensed Medium'), ('en', 'Regular')]",False,False,100.0,63.0,,,,
1937,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao ExCd SmBd')]",GOOG/NotoLoopedLao-ExtraCondensedSemiBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao ExtraCondensed SemiBold')]",0,lo,True,NotoLoopedLao-ExtraCondensedSemiBold,True,common inherited lao thai,0,"[('en', 'ExtraCondensed SemiBold'), ('en', 'Regular')]",False,False,180.0,63.0,,,,
1938,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao ExCd Thin')]",GOOG/NotoLoopedLao-ExtraCondensedThin.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao ExtraCondensed Thin')]",0,lo,True,NotoLoopedLao-ExtraCondensedThin,True,common inherited lao thai,0,"[('en', 'ExtraCondensed Thin'), ('en', 'Regular')]",False,False,0.0,63.0,,,,
1939,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao ExtLight')]",GOOG/NotoLoopedLao-ExtraLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao ExtraLight')]",0,lo,True,NotoLoopedLao-ExtraLight,True,common inherited lao thai,0,"[('en', 'ExtraLight'), ('en', 'Regular')]",False,False,40.0,100.0,,,,
1940,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao Light')]",GOOG/NotoLoopedLao-Light.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao Light')]",0,lo,True,NotoLoopedLao-Light,True,common inherited lao thai,0,"[('en', 'Light'), ('en', 'Regular')]",False,False,50.0,100.0,,,,
1941,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao Medium')]",GOOG/NotoLoopedLao-Medium.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao Medium')]",0,lo,True,NotoLoopedLao-Medium,True,common inherited lao thai,0,"[('en', 'Medium'), ('en', 'Regular')]",False,False,100.0,100.0,,,,
1942,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao Regular')]",GOOG/NotoLoopedLao-Regular.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao Regular')]",0,lo,True,NotoLoopedLao-Regular,True,common inherited lao thai,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
1943,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao SemiBold')]",GOOG/NotoLoopedLao-SemiBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao SemiBold')]",0,lo,True,NotoLoopedLao-SemiBold,True,common inherited lao thai,0,"[('en', 'SemiBold'), ('en', 'Regular')]",False,False,180.0,100.0,,,,
1944,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao SemiCond')]",GOOG/NotoLoopedLao-SemiCondensed.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao SemiCondensed')]",0,lo,True,NotoLoopedLao-SemiCondensed,True,common inherited lao thai,0,"[('en', 'SemiCondensed'), ('en', 'Regular')]",False,False,80.0,87.0,,,,
1945,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao SmCd Blk')]",GOOG/NotoLoopedLao-SemiCondensedBlack.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao SemiCondensed Black')]",0,lo,True,NotoLoopedLao-SemiCondensedBlack,True,common inherited lao thai,0,"[('en', 'SemiCondensed Black'), ('en', 'Regular')]",False,False,210.0,87.0,,,,
1946,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao SmCd Bold')]",GOOG/NotoLoopedLao-SemiCondensedBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao SemiCondensed Bold')]",0,lo,True,NotoLoopedLao-SemiCondensedBold,True,common inherited lao thai,0,"[('en', 'SemiCondensed Bold'), ('en', 'Bold')]",False,False,200.0,87.0,,,,
1947,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao SmCd ExBd')]",GOOG/NotoLoopedLao-SemiCondensedExtraBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao SemiCondensed ExtraBold')]",0,lo,True,NotoLoopedLao-SemiCondensedExtraBold,True,common inherited lao thai,0,"[('en', 'SemiCondensed ExtraBold'), ('en', 'Regular')]",False,False,205.0,87.0,,,,
1948,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao SmCd ExtLt')]",GOOG/NotoLoopedLao-SemiCondensedExtraLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao SemiCondensed ExtraLight')]",0,lo,True,NotoLoopedLao-SemiCondensedExtraLight,True,common inherited lao thai,0,"[('en', 'SemiCondensed ExtraLight'), ('en', 'Regular')]",False,False,40.0,87.0,,,,
1949,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao SmCd Lt')]",GOOG/NotoLoopedLao-SemiCondensedLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao SemiCondensed Light')]",0,lo,True,NotoLoopedLao-SemiCondensedLight,True,common inherited lao thai,0,"[('en', 'SemiCondensed Light'), ('en', 'Regular')]",False,False,50.0,87.0,,,,
1950,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao SmCd Med')]",GOOG/NotoLoopedLao-SemiCondensedMedium.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao SemiCondensed Medium')]",0,lo,True,NotoLoopedLao-SemiCondensedMedium,True,common inherited lao thai,0,"[('en', 'SemiCondensed Medium'), ('en', 'Regular')]",False,False,100.0,87.0,,,,
1951,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao SmCd SmBd')]",GOOG/NotoLoopedLao-SemiCondensedSemiBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao SemiCondensed SemiBold')]",0,lo,True,NotoLoopedLao-SemiCondensedSemiBold,True,common inherited lao thai,0,"[('en', 'SemiCondensed SemiBold'), ('en', 'Regular')]",False,False,180.0,87.0,,,,
1952,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao SmCd Thin')]",GOOG/NotoLoopedLao-SemiCondensedThin.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao SemiCondensed Thin')]",0,lo,True,NotoLoopedLao-SemiCondensedThin,True,common inherited lao thai,0,"[('en', 'SemiCondensed Thin'), ('en', 'Regular')]",False,False,0.0,87.0,,,,
1953,otlayout:DFLT otlayout:lao ,False,False,"[('en', 'Noto Looped Lao'), ('en', 'Noto Looped Lao Thin')]",GOOG/NotoLoopedLao-Thin.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao Thin')]",0,lo,True,NotoLoopedLao-Thin,True,common inherited lao thai,0,"[('en', 'Thin'), ('en', 'Regular')]",False,False,0.0,100.0,,,,
1954,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Black')]",GOOG/NotoLoopedLaoUI-Black.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Black')]",0,lo,True,NotoLoopedLaoUI-Black,True,common inherited lao,0,"[('en', 'Black'), ('en', 'Regular')]",False,False,210.0,100.0,,,,
1955,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Bold')]",GOOG/NotoLoopedLaoUI-Bold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Bold')]",0,lo,True,NotoLoopedLaoUI-Bold,True,common inherited lao,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
1956,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Condensed')]",GOOG/NotoLoopedLaoUI-Condensed.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Condensed')]",0,lo,True,NotoLoopedLaoUI-Condensed,True,common inherited lao,0,"[('en', 'Condensed'), ('en', 'Regular')]",False,False,80.0,75.0,,,,
1957,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Cond Blk')]",GOOG/NotoLoopedLaoUI-CondensedBlack.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Condensed Black')]",0,lo,True,NotoLoopedLaoUI-CondensedBlack,True,common inherited lao,0,"[('en', 'Condensed Black'), ('en', 'Regular')]",False,False,210.0,75.0,,,,
1958,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Cond Bold')]",GOOG/NotoLoopedLaoUI-CondensedBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Condensed Bold')]",0,lo,True,NotoLoopedLaoUI-CondensedBold,True,common inherited lao,0,"[('en', 'Condensed Bold'), ('en', 'Bold')]",False,False,200.0,75.0,,,,
1959,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Cond ExBd')]",GOOG/NotoLoopedLaoUI-CondensedExtraBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Condensed ExtraBold')]",0,lo,True,NotoLoopedLaoUI-CondensedExtraBold,True,common inherited lao,0,"[('en', 'Condensed ExtraBold'), ('en', 'Regular')]",False,False,205.0,75.0,,,,
1960,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Cond ExLt')]",GOOG/NotoLoopedLaoUI-CondensedExtraLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Condensed ExtraLight')]",0,lo,True,NotoLoopedLaoUI-CondensedExtraLight,True,common inherited lao,0,"[('en', 'Condensed ExtraLight'), ('en', 'Regular')]",False,False,40.0,75.0,,,,
1961,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Cond Lt')]",GOOG/NotoLoopedLaoUI-CondensedLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Condensed Light')]",0,lo,True,NotoLoopedLaoUI-CondensedLight,True,common inherited lao,0,"[('en', 'Condensed Light'), ('en', 'Regular')]",False,False,50.0,75.0,,,,
1962,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Cond Med')]",GOOG/NotoLoopedLaoUI-CondensedMedium.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Condensed Medium')]",0,lo,True,NotoLoopedLaoUI-CondensedMedium,True,common inherited lao,0,"[('en', 'Condensed Medium'), ('en', 'Regular')]",False,False,100.0,75.0,,,,
1963,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Cond SmBd')]",GOOG/NotoLoopedLaoUI-CondensedSemiBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Condensed SemiBold')]",0,lo,True,NotoLoopedLaoUI-CondensedSemiBold,True,common inherited lao,0,"[('en', 'Condensed SemiBold'), ('en', 'Regular')]",False,False,180.0,75.0,,,,
1964,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Cond Thin')]",GOOG/NotoLoopedLaoUI-CondensedThin.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Condensed Thin')]",0,lo,True,NotoLoopedLaoUI-CondensedThin,True,common inherited lao,0,"[('en', 'Condensed Thin'), ('en', 'Regular')]",False,False,0.0,75.0,,,,
1965,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI ExtraBold')]",GOOG/NotoLoopedLaoUI-ExtraBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI ExtraBold')]",0,lo,True,NotoLoopedLaoUI-ExtraBold,True,common inherited lao,0,"[('en', 'ExtraBold'), ('en', 'Regular')]",False,False,205.0,100.0,,,,
1966,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI ExtraCond')]",GOOG/NotoLoopedLaoUI-ExtraCondensed.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI ExtraCondensed')]",0,lo,True,NotoLoopedLaoUI-ExtraCondensed,True,common inherited lao,0,"[('en', 'ExtraCondensed'), ('en', 'Regular')]",False,False,80.0,63.0,,,,
1967,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI ExCd Blk')]",GOOG/NotoLoopedLaoUI-ExtraCondensedBlack.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI ExtraCondensed Black')]",0,lo,True,NotoLoopedLaoUI-ExtraCondensedBlack,True,common inherited lao,0,"[('en', 'ExtraCondensed Black'), ('en', 'Regular')]",False,False,210.0,63.0,,,,
1968,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI ExCd Bold')]",GOOG/NotoLoopedLaoUI-ExtraCondensedBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI ExtraCondensed Bold')]",0,lo,True,NotoLoopedLaoUI-ExtraCondensedBold,True,common inherited lao,0,"[('en', 'ExtraCondensed Bold'), ('en', 'Bold')]",False,False,200.0,63.0,,,,
1969,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI ExCd ExBd')]",GOOG/NotoLoopedLaoUI-ExtraCondensedExtraBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI ExtraCondensed ExtraBold')]",0,lo,True,NotoLoopedLaoUI-ExtraCondensedExtraBold,True,common inherited lao,0,"[('en', 'ExtraCondensed ExtraBold'), ('en', 'Regular')]",False,False,205.0,63.0,,,,
1970,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI ExCd ExLt')]",GOOG/NotoLoopedLaoUI-ExtraCondensedExtraLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI ExtraCondensed ExtraLight')]",0,lo,True,NotoLoopedLaoUI-ExtraCondensedExtraLight,True,common inherited lao,0,"[('en', 'ExtraCondensed ExtraLight'), ('en', 'Regular')]",False,False,40.0,63.0,,,,
1971,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI ExCd Lt')]",GOOG/NotoLoopedLaoUI-ExtraCondensedLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI ExtraCondensed Light')]",0,lo,True,NotoLoopedLaoUI-ExtraCondensedLight,True,common inherited lao,0,"[('en', 'ExtraCondensed Light'), ('en', 'Regular')]",False,False,50.0,63.0,,,,
1972,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI ExCd Med')]",GOOG/NotoLoopedLaoUI-ExtraCondensedMedium.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI ExtraCondensed Medium')]",0,lo,True,NotoLoopedLaoUI-ExtraCondensedMedium,True,common inherited lao,0,"[('en', 'ExtraCondensed Medium'), ('en', 'Regular')]",False,False,100.0,63.0,,,,
1973,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI ExCd SmBd')]",GOOG/NotoLoopedLaoUI-ExtraCondensedSemiBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI ExtraCondensed SemiBold')]",0,lo,True,NotoLoopedLaoUI-ExtraCondensedSemiBold,True,common inherited lao,0,"[('en', 'ExtraCondensed SemiBold'), ('en', 'Regular')]",False,False,180.0,63.0,,,,
1974,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI ExCd Thin')]",GOOG/NotoLoopedLaoUI-ExtraCondensedThin.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI ExtraCondensed Thin')]",0,lo,True,NotoLoopedLaoUI-ExtraCondensedThin,True,common inherited lao,0,"[('en', 'ExtraCondensed Thin'), ('en', 'Regular')]",False,False,0.0,63.0,,,,
1975,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI ExtLight')]",GOOG/NotoLoopedLaoUI-ExtraLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI ExtraLight')]",0,lo,True,NotoLoopedLaoUI-ExtraLight,True,common inherited lao,0,"[('en', 'ExtraLight'), ('en', 'Regular')]",False,False,40.0,100.0,,,,
1976,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Light')]",GOOG/NotoLoopedLaoUI-Light.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Light')]",0,lo,True,NotoLoopedLaoUI-Light,True,common inherited lao,0,"[('en', 'Light'), ('en', 'Regular')]",False,False,50.0,100.0,,,,
1977,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Medium')]",GOOG/NotoLoopedLaoUI-Medium.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Medium')]",0,lo,True,NotoLoopedLaoUI-Medium,True,common inherited lao,0,"[('en', 'Medium'), ('en', 'Regular')]",False,False,100.0,100.0,,,,
1978,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Regular')]",GOOG/NotoLoopedLaoUI-Regular.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Regular')]",0,lo,True,NotoLoopedLaoUI-Regular,True,common inherited lao,0,"[('en', 'Regular')]",False,False,80.0,100.0,,,,
1979,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI SemiBold')]",GOOG/NotoLoopedLaoUI-SemiBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI SemiBold')]",0,lo,True,NotoLoopedLaoUI-SemiBold,True,common inherited lao,0,"[('en', 'SemiBold'), ('en', 'Regular')]",False,False,180.0,100.0,,,,
1980,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI SemiCond')]",GOOG/NotoLoopedLaoUI-SemiCondensed.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI SemiCondensed')]",0,lo,True,NotoLoopedLaoUI-SemiCondensed,True,common inherited lao,0,"[('en', 'SemiCondensed'), ('en', 'Regular')]",False,False,80.0,87.0,,,,
1981,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI SmCd Blk')]",GOOG/NotoLoopedLaoUI-SemiCondensedBlack.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI SemiCondensed Black')]",0,lo,True,NotoLoopedLaoUI-SemiCondensedBlack,True,common inherited lao,0,"[('en', 'SemiCondensed Black'), ('en', 'Regular')]",False,False,210.0,87.0,,,,
1982,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI SmCd Bold')]",GOOG/NotoLoopedLaoUI-SemiCondensedBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI SemiCondensed Bold')]",0,lo,True,NotoLoopedLaoUI-SemiCondensedBold,True,common inherited lao,0,"[('en', 'SemiCondensed Bold'), ('en', 'Bold')]",False,False,200.0,87.0,,,,
1983,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI SmCd ExBd')]",GOOG/NotoLoopedLaoUI-SemiCondensedExtraBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI SemiCondensed ExtraBold')]",0,lo,True,NotoLoopedLaoUI-SemiCondensedExtraBold,True,common inherited lao,0,"[('en', 'SemiCondensed ExtraBold'), ('en', 'Regular')]",False,False,205.0,87.0,,,,
1984,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI SmCd ExtLt')]",GOOG/NotoLoopedLaoUI-SemiCondensedExtraLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI SemiCondensed ExtraLight')]",0,lo,True,NotoLoopedLaoUI-SemiCondensedExtraLight,True,common inherited lao,0,"[('en', 'SemiCondensed ExtraLight'), ('en', 'Regular')]",False,False,40.0,87.0,,,,
1985,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI SmCd Lt')]",GOOG/NotoLoopedLaoUI-SemiCondensedLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI SemiCondensed Light')]",0,lo,True,NotoLoopedLaoUI-SemiCondensedLight,True,common inherited lao,0,"[('en', 'SemiCondensed Light'), ('en', 'Regular')]",False,False,50.0,87.0,,,,
1986,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI SmCd Med')]",GOOG/NotoLoopedLaoUI-SemiCondensedMedium.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI SemiCondensed Medium')]",0,lo,True,NotoLoopedLaoUI-SemiCondensedMedium,True,common inherited lao,0,"[('en', 'SemiCondensed Medium'), ('en', 'Regular')]",False,False,100.0,87.0,,,,
1987,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI SmCd SmBd')]",GOOG/NotoLoopedLaoUI-SemiCondensedSemiBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI SemiCondensed SemiBold')]",0,lo,True,NotoLoopedLaoUI-SemiCondensedSemiBold,True,common inherited lao,0,"[('en', 'SemiCondensed SemiBold'), ('en', 'Regular')]",False,False,180.0,87.0,,,,
1988,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI SmCd Thin')]",GOOG/NotoLoopedLaoUI-SemiCondensedThin.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI SemiCondensed Thin')]",0,lo,True,NotoLoopedLaoUI-SemiCondensedThin,True,common inherited lao,0,"[('en', 'SemiCondensed Thin'), ('en', 'Regular')]",False,False,0.0,87.0,,,,
1989,otlayout:DFLT,False,False,"[('en', 'Noto Looped Lao UI'), ('en', 'Noto Looped Lao UI Thin')]",GOOG/NotoLoopedLaoUI-Thin.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Lao UI Thin')]",0,lo,True,NotoLoopedLaoUI-Thin,True,common inherited lao,0,"[('en', 'Thin'), ('en', 'Regular')]",False,False,0.0,100.0,,,,
1990,otlayout:DFLT otlayout:thai,False,False,"[('en', 'Noto Looped Thai'), ('en', 'Noto Looped Thai Black')]",GOOG/NotoLoopedThai-Black.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Thai Black')]",0,th,True,NotoLoopedThai-Black,True,common inherited khmer thai unknown,0,"[('en', 'Black'), ('en', 'Regular')]",False,False,210.0,100.0,,,,
1991,otlayout:DFLT otlayout:thai,False,False,"[('en', 'Noto Looped Thai'), ('en', 'Noto Looped Thai Bold')]",GOOG/NotoLoopedThai-Bold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Thai Bold')]",0,th,True,NotoLoopedThai-Bold,True,common inherited khmer thai unknown,0,"[('en', 'Bold')]",False,False,200.0,100.0,,,,
1992,otlayout:DFLT otlayout:thai,False,False,"[('en', 'Noto Looped Thai'), ('en', 'Noto Looped Thai Condensed')]",GOOG/NotoLoopedThai-Condensed.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Thai Condensed')]",0,th,True,NotoLoopedThai-Condensed,True,common inherited khmer thai unknown,0,"[('en', 'Condensed'), ('en', 'Regular')]",False,False,80.0,75.0,,,,
1993,otlayout:DFLT otlayout:thai,False,False,"[('en', 'Noto Looped Thai'), ('en', 'Noto Looped Thai Cond Blk')]",GOOG/NotoLoopedThai-CondensedBlack.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Thai Condensed Black')]",0,th,True,NotoLoopedThai-CondensedBlack,True,common inherited khmer thai unknown,0,"[('en', 'Condensed Black'), ('en', 'Regular')]",False,False,210.0,75.0,,,,
1994,otlayout:DFLT otlayout:thai,False,False,"[('en', 'Noto Looped Thai'), ('en', 'Noto Looped Thai Cond Bold')]",GOOG/NotoLoopedThai-CondensedBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Thai Condensed Bold')]",0,th,True,NotoLoopedThai-CondensedBold,True,common inherited khmer thai unknown,0,"[('en', 'Condensed Bold'), ('en', 'Bold')]",False,False,200.0,75.0,,,,
1995,otlayout:DFLT otlayout:thai,False,False,"[('en', 'Noto Looped Thai'), ('en', 'Noto Looped Thai Cond ExBd')]",GOOG/NotoLoopedThai-CondensedExtraBold.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Thai Condensed ExtraBold')]",0,th,True,NotoLoopedThai-CondensedExtraBold,True,common inherited khmer thai unknown,0,"[('en', 'Condensed ExtraBold'), ('en', 'Regular')]",False,False,205.0,75.0,,,,
1996,otlayout:DFLT otlayout:thai,False,False,"[('en', 'Noto Looped Thai'), ('en', 'Noto Looped Thai Cond ExLt')]",GOOG/NotoLoopedThai-CondensedExtraLight.ttf,TrueType,65536,GOOG,"[('en', 'Noto Looped Thai Condensed ExtraLight')]",0,th,True,NotoLoopedThai-CondensedExtraLight,True,common inherited khmer thai unknown,0,"[('en', 'Condensed ExtraLight'), ('en', 'Regular')]",False,False,40.0,75.0,,,,
